0.00333333 5 13 44 19
0.01 1 10 58 12
0.0166667 8 18 58 10
0.0233333 8 20 78 12
0.03 10 19 79 14
0.0366667 4 30 83 18
0.0433333 11 30 109 34
0.05 10 41 125 36
0.0566667 13 60 171 40
0.0633333 8 46 189 53
0.07 16 54 200 47
0.0766667 7 51 179 53
0.0833333 18 69 249 49
0.09 10 60 239 51
0.0966667 7 54 223 51
0.103333 8 53 222 57
0.11 21 45 224 47
0.116667 10 47 213 48
0.123333 10 48 201 32
0.13 9 48 192 50
0.136667 11 47 188 41
0.143333 11 42 200 44
0.15 12 38 161 41
0.156667 7 43 196 34
0.163333 10 36 180 31
0.17 15 33 157 32
0.176667 8 30 194 31
0.183333 9 40 155 34
0.19 14 34 196 37
0.196667 12 50 164 34
0.203333 9 45 185 23
0.21 4 41 147 15
0.216667 14 31 175 33
0.223333 7 28 125 34
0.23 6 34 134 27
0.236667 3 27 115 32
0.243333 6 30 117 27
0.25 10 26 138 26
0.256667 4 29 88 22
0.263333 4 35 95 21
0.27 7 24 111 19
0.276667 8 26 105 16
0.283333 6 13 87 17
0.29 4 25 86 14
0.296667 7 20 95 20
0.303333 5 20 87 23
0.31 2 25 90 18
0.316667 8 18 75 16
0.323333 4 19 77 18
0.33 2 19 70 20
0.336667 4 19 84 22
0.343333 3 13 84 24
0.35 3 11 77 12
0.356667 2 19 65 15
0.363333 4 20 58 26
0.37 4 14 69 12
0.376667 6 22 72 14
0.383333 4 17 68 13
0.39 7 17 62 12
0.396667 6 11 64 12
0.403333 2 15 57 7
0.41 4 14 62 13
0.416667 3 16 65 14
0.423333 5 20 65 10
0.43 2 14 64 11
0.436667 2 14 70 15
0.443333 5 18 57 21
0.45 1 12 50 8
0.456667 2 12 59 14
0.463333 2 15 50 14
0.47 9 18 65 8
0.476667 4 13 45 9
0.483333 1 15 38 8
0.49 2 7 29 9
0.496667 1 12 45 15
0.503333 1 10 33 9
0.51 2 14 34 5
0.516667 3 15 31 10
0.523333 3 9 40 7
0.53 3 8 39 9
0.536667 5 8 31 6
0.543333 2 11 27 6
0.55 0 10 35 7
0.556667 2 6 35 6
0.563333 2 11 30 9
0.57 1 9 34 5
0.576667 6 12 46 9
0.583333 1 7 28 6
0.59 1 13 29 8
0.596667 4 4 22 11
0.603333 3 10 26 3
0.61 2 3 33 8
0.616667 2 5 34 7
0.623333 2 11 28 5
0.63 3 6 25 4
0.636667 2 9 27 6
0.643333 3 7 21 8
0.65 3 8 19 7
0.656667 1 3 14 8
0.663333 59 239 1648 227
0.67 0 0 0 0
0.676667 0 0 0 0
0.683333 0 0 0 0
0.69 0 0 0 0
0.696667 0 0 0 0
0.703333 0 0 0 0
0.71 0 0 0 0
0.716667 0 0 0 0
0.723333 0 0 0 0
0.73 0 0 0 0
0.736667 0 0 0 0
0.743333 0 0 0 0
0.75 0 0 0 0
0.756667 0 0 0 0
0.763333 0 0 0 0
0.77 0 0 0 0
0.776667 0 0 0 0
0.783333 0 0 0 0
0.79 0 0 0 0
0.796667 0 0 0 0
0.803333 0 0 0 0
0.81 0 0 0 0
0.816667 0 0 0 0
0.823333 0 0 0 0
0.83 0 0 0 0
0.836667 0 0 0 0
0.843333 0 0 0 0
0.85 0 0 0 0
0.856667 0 0 0 0
0.863333 0 0 0 0
0.87 0 0 0 0
0.876667 0 0 0 0
0.883333 0 0 0 0
0.89 0 0 0 0
0.896667 0 0 0 0
0.903333 0 0 0 0
0.91 0 0 0 0
0.916667 0 0 0 0
0.923333 0 0 0 0
0.93 0 0 0 0
0.936667 0 0 0 0
0.943333 0 0 0 0
0.95 0 0 0 0
0.956667 0 0 0 0
0.963333 0 0 0 0
0.97 0 0 0 0
0.976667 0 0 0 0
0.983333 0 0 0 0
0.99 0 0 0 0
0.996667 0 0 0 0
1.00333 0 0 0 0
1.01 0 0 0 0
1.01667 0 0 0 0
1.02333 0 0 0 0
1.03 0 0 0 0
1.03667 0 0 0 0
1.04333 0 0 0 0
1.05 0 0 0 0
1.05667 0 0 0 0
1.06333 0 0 0 0
1.07 0 0 0 0
1.07667 0 0 0 0
1.08333 0 0 0 0
1.09 0 0 0 0
1.09667 0 0 0 0
1.10333 0 0 0 0
1.11 0 0 0 0
1.11667 0 0 0 0
1.12333 0 0 0 0
1.13 0 0 0 0
1.13667 0 0 0 0
1.14333 0 0 0 0
1.15 0 0 0 0
1.15667 0 0 0 0
1.16333 0 0 0 0
1.17 0 0 0 0
1.17667 0 0 0 0
1.18333 0 0 0 0
1.19 0 0 0 0
1.19667 0 0 0 0
1.20333 0 0 0 0
1.21 0 0 0 0
1.21667 0 0 0 0
1.22333 0 0 0 0
1.23 0 0 0 0
1.23667 0 0 0 0
1.24333 0 0 0 0
1.25 0 0 0 0
1.25667 0 0 0 0
1.26333 0 0 0 0
1.27 0 0 0 0
1.27667 0 0 0 0
1.28333 0 0 0 0
1.29 0 0 0 0
1.29667 0 0 0 0
1.30333 0 0 0 0
1.31 0 0 0 0
1.31667 0 0 0 0
1.32333 0 0 0 0
1.33 0 0 0 0
1.33667 0 0 0 0
1.34333 0 0 0 0
1.35 0 0 0 0
1.35667 0 0 0 0
1.36333 0 0 0 0
1.37 0 0 0 0
1.37667 0 0 0 0
1.38333 0 0 0 0
1.39 0 0 0 0
1.39667 0 0 0 0
1.40333 0 0 0 0
1.41 0 0 0 0
1.41667 0 0 0 0
1.42333 0 0 0 0
1.43 0 0 0 0
1.43667 0 0 0 0
1.44333 0 0 0 0
1.45 0 0 0 0
1.45667 0 0 0 0
1.46333 0 0 0 0
1.47 0 0 0 0
1.47667 0 0 0 0
1.48333 0 0 0 0
1.49 0 0 0 0
1.49667 0 0 0 0
1.50333 0 0 0 0
1.51 0 0 0 0
1.51667 0 0 0 0
1.52333 0 0 0 0
1.53 0 0 0 0
1.53667 0 0 0 0
1.54333 0 0 0 0
1.55 0 0 0 0
1.55667 0 0 0 0
1.56333 0 0 0 0
1.57 0 0 0 0
1.57667 0 0 0 0
1.58333 0 0 0 0
1.59 0 0 0 0
1.59667 0 0 0 0
1.60333 0 0 0 0
1.61 0 0 0 0
1.61667 0 0 0 0
1.62333 0 0 0 0
1.63 0 0 0 0
1.63667 0 0 0 0
1.64333 0 0 0 0
1.65 0 0 0 0
1.65667 0 0 0 0
1.66333 0 0 0 0
1.67 0 0 0 0
1.67667 0 0 0 0
1.68333 0 0 0 0
1.69 0 0 0 0
1.69667 0 0 0 0
1.70333 0 0 0 0
1.71 0 0 0 0
1.71667 0 0 0 0
1.72333 0 0 0 0
1.73 0 0 0 0
1.73667 0 0 0 0
1.74333 0 0 0 0
1.75 0 0 0 0
1.75667 0 0 0 0
1.76333 0 0 0 0
1.77 0 0 0 0
1.77667 0 0 0 0
1.78333 0 0 0 0
1.79 0 0 0 0
1.79667 0 0 0 0
1.80333 0 0 0 0
1.81 0 0 0 0
1.81667 0 0 0 0
1.82333 0 0 0 0
1.83 0 0 0 0
1.83667 0 0 0 0
1.84333 0 0 0 0
1.85 0 0 0 0
1.85667 0 0 0 0
1.86333 0 0 0 0
1.87 0 0 0 0
1.87667 0 0 0 0
1.88333 0 0 0 0
1.89 0 0 0 0
1.89667 0 0 0 0
1.90333 0 0 0 0
1.91 0 0 0 0
1.91667 0 0 0 0
1.92333 0 0 0 0
1.93 0 0 0 0
1.93667 0 0 0 0
1.94333 0 0 0 0
1.95 0 0 0 0
1.95667 0 0 0 0
1.96333 0 0 0 0
1.97 0 0 0 0
1.97667 0 0 0 0
1.98333 0 0 0 0
1.99 0 0 0 0
1.99667 0 0 0 0
